User_ID,Country,Age,Gender,Occupation,Education_Level,Income_USD,Daily_Usage_Hours,Phone_Checks_Per_Day,Time_on_Social_Media,Time_on_Gaming,Streaming_Usage_Hours,Messaging_Usage_Hours,Work_Related_Usage_Hours,Sleep_Hours,Exercise_Hours,Mental_Health_Score,Depression_Level,Anxiety_Level,Stress_Level,Relationship_Status,Has_Children,Urban_or_Rural,Time_Spent_With_Family_Hours,Online_Shopping_Hours,Internet_Connection_Type,Primary_Device_Brand,Has_Screen_Time_Management_App,Addiction_Level,Monthly_Data_Usage_GB,Has_Night_Mode_On,Age_First_Phone,Push_Notifications_Per_Day,Tech_Savviness_Score,source_dataset
10897,Mexico,38,Male,Student,High School,43824.66,6.3,82,4.77,0.19,1.66,1.69,0.71,6.83,1.36,73.23,1.7,7.9,52.3,Divorced,No,Rural,0.57,1.14,WiFi,Other,Yes,2.5,34.87,Yes,18,116,90.37,global_mobile
10898,UK,17,Female,Artist,Bachelor's,43778.34,12.06,85,2.67,2.23,2.41,1.9,2.78,5.32,1.09,96.96,3.6,9.8,71.62,Married,Yes,Urban,2.0,0.94,5G,Samsung,Yes,5.5,18.49,Yes,9,84,4.63,global_mobile
10899,UK,12,Female,Artist,,49196.19,7.85,120,1.41,1.06,0.31,1.57,1.11,7.75,0.29,66.24,2.6,2.1,76.0,Divorced,No,Rural,1.77,0.88,WiFi,OnePlus,No,5.5,22.69,No,9,55,62.4,global_mobile
10900,Brazil,29,Other,Doctor,Bachelor's,34470.71,6.45,57,1.46,2.04,2.14,2.2,2.07,7.72,1.08,6.11,8.2,0.7,46.73,Married,Yes,Rural,2.06,0.76,3G,Xiaomi,Yes,9.5,20.71,No,9,84,39.86,global_mobile
10901,USA,63,Male,Engineer,High School,39670.97,5.66,60,0.59,1.0,2.67,2.26,2.01,5.04,0.55,11.74,2.7,7.9,62.97,In Relationship,No,Urban,0.91,0.82,4G,Xiaomi,Yes,5.5,30.74,No,13,60,11.37,global_mobile
10902,Mexico,35,Male,Student,Master's,25326.85,7.33,91,1.01,1.96,2.98,1.39,1.71,5.58,1.81,72.32,7.7,0.6,24.06,Divorced,Yes,Urban,2.19,1.58,4G,OnePlus,No,7.5,5.23,No,14,106,41.41,global_mobile
10903,UK,54,Female,Manager,Bachelor's,36323.04,5.72,87,1.82,3.04,2.86,1.77,2.24,6.1,1.18,61.46,9.4,3.0,68.67,Married,No,Urban,0.97,1.12,4G,Other,Yes,9.5,34.09,No,15,116,14.74,global_mobile
10904,USA,50,Female,Engineer,Bachelor's,10943.13,1.84,131,0.52,3.0,1.17,1.92,0.0,5.0,0.64,69.57,3.5,5.5,99.88,In Relationship,Yes,Urban,1.55,0.7,5G,OnePlus,No,7.5,37.31,No,15,91,82.67,global_mobile
10905,Brazil,70,Male,Teacher,High School,26227.88,7.62,69,1.89,0.0,2.33,2.4,2.92,5.16,1.37,18.15,8.6,0.7,93.54,Married,Yes,Urban,0.65,1.28,WiFi,Xiaomi,Yes,2.5,25.15,No,14,103,92.41,global_mobile
10906,Russia,24,Male,Salesperson,PhD,6637.53,8.27,116,1.39,1.1,3.24,1.45,0.02,6.93,0.6,77.04,0.1,8.2,40.89,Divorced,No,Urban,2.11,0.8,4G,Samsung,Yes,2.5,37.72,No,19,92,76.67,global_mobile
10907,Russia,17,Female,Engineer,High School,20144.85,6.99,69,0.37,3.19,2.22,1.12,2.35,5.12,0.0,44.97,10.0,8.7,66.3,Divorced,No,Urban,0.74,1.38,4G,OnePlus,Yes,7.5,27.52,No,11,87,84.3,global_mobile
10908,Germany,12,Male,Artist,Bachelor's,20539.32,1.77,52,0.55,0.14,1.13,1.53,1.07,7.24,0.43,52.76,6.7,0.1,21.07,In Relationship,Yes,Urban,1.09,1.31,5G,Xiaomi,No,9.5,16.71,No,11,92,0.68,global_mobile
10909,UK,68,Female,Student,High School,31307.66,4.46,46,2.35,1.68,2.2,1.99,2.26,8.39,0.65,56.63,9.6,3.5,23.0,Married,No,Rural,1.35,0.74,WiFi,Other,Yes,2.5,27.25,Yes,9,143,97.32,global_mobile
10910,Nigeria,47,Male,Unemployed,PhD,6588.03,6.6,105,3.75,3.21,1.46,1.76,0.48,6.21,0.0,27.73,3.2,0.7,17.16,Divorced,Yes,Rural,2.64,1.21,WiFi,Huawei,Yes,9.5,14.82,Yes,16,130,25.06,global_mobile
10911,Nigeria,27,Female,Artist,Bachelor's,57904.4,3.6,88,2.69,1.11,1.41,1.38,1.03,7.15,1.01,38.82,9.3,4.4,27.64,Divorced,Yes,Rural,2.37,0.06,4G,Other,No,9.5,38.07,Yes,11,50,71.18,global_mobile
10912,India,24,Male,Artist,Bachelor's,28842.89,6.0,19,1.31,1.02,3.42,1.32,1.05,7.0,1.38,72.97,1.4,4.6,2.0,Married,Yes,Rural,0.6,1.1,3G,Other,No,9.5,26.34,No,12,93,79.39,global_mobile
10913,USA,32,Other,Artist,PhD,32707.22,6.35,120,2.86,2.52,2.76,1.56,3.39,6.84,1.39,43.31,3.0,0.9,37.46,In Relationship,No,Urban,0.58,0.86,3G,OnePlus,No,2.5,17.99,Yes,10,89,96.8,global_mobile
10914,Russia,46,Male,Doctor,PhD,57101.76,5.81,86,2.9,1.01,1.43,0.55,1.77,7.21,0.76,18.5,1.7,5.8,42.33,Married,No,Urban,0.66,0.62,5G,Other,No,7.5,44.38,No,10,75,22.15,global_mobile
10915,Brazil,70,Other,Student,High School,53737.16,6.75,124,2.12,2.55,1.62,1.43,4.94,5.47,2.2,13.46,5.9,2.5,40.13,In Relationship,No,Rural,3.52,0.53,WiFi,Other,Yes,5.5,23.8,No,17,74,57.05,global_mobile
10916,India,37,Female,Unemployed,Bachelor's,56242.77,4.34,78,1.08,1.66,2.98,1.2,2.67,4.43,0.93,95.24,7.5,7.5,95.6,Divorced,No,Rural,1.79,1.29,5G,OnePlus,Yes,5.5,31.95,No,15,83,40.92,global_mobile
10917,USA,54,Male,Manager,PhD,18720.7,3.9,32,1.94,0.67,2.82,1.29,1.46,7.49,1.13,61.16,9.0,3.5,72.23,Single,No,Rural,1.46,0.66,5G,Huawei,Yes,9.5,36.04,No,19,147,78.06,global_mobile
10918,Japan,31,Female,Artist,,30574.8,7.23,104,2.99,1.43,2.36,2.37,1.85,7.78,0.88,89.54,3.9,2.9,21.33,In Relationship,No,Urban,0.35,0.86,4G,Samsung,No,2.5,31.78,No,12,101,5.08,global_mobile
10919,USA,12,Male,Manager,,29884.2,7.56,54,2.43,2.06,1.89,1.26,1.21,7.04,1.8,46.32,8.6,2.4,72.26,In Relationship,Yes,Urban,1.86,0.27,4G,OnePlus,No,7.5,30.99,Yes,12,114,9.84,global_mobile
10920,Nigeria,69,Other,Unemployed,Bachelor's,31012.29,6.85,116,1.34,1.0,1.73,1.61,2.74,9.09,0.88,22.9,7.0,7.1,53.33,Married,No,Rural,1.79,0.54,WiFi,Apple,No,7.5,28.26,No,18,122,2.43,global_mobile
10921,Germany,70,Female,Engineer,High School,36011.82,4.26,74,1.85,1.64,1.36,1.5,2.41,6.39,1.46,44.25,6.3,7.3,67.86,Single,Yes,Urban,2.71,0.42,WiFi,Other,No,9.5,32.59,No,18,114,16.74,global_mobile
10922,Japan,26,Other,Salesperson,,27432.79,6.14,61,2.33,1.8,3.5,0.87,1.22,6.93,0.34,43.22,9.8,8.8,4.59,Married,No,Rural,1.45,0.0,4G,Apple,Yes,2.5,34.97,No,12,92,59.29,global_mobile
10923,China,27,Male,Teacher,PhD,53991.2,6.54,56,1.16,1.17,1.92,0.77,1.72,7.36,1.21,46.87,1.4,5.3,49.1,In Relationship,Yes,Rural,1.37,0.83,3G,Samsung,Yes,5.5,43.48,Yes,19,127,84.77,global_mobile
10924,China,70,Female,Salesperson,Master's,57073.77,1.46,64,1.86,0.63,1.56,2.0,2.36,7.2,1.58,90.28,5.5,6.1,15.03,In Relationship,Yes,Rural,1.07,0.97,3G,Apple,Yes,2.5,9.61,No,16,37,86.0,global_mobile
10925,Nigeria,55,Male,Manager,High School,36467.11,5.69,72,1.26,3.01,2.36,0.86,1.5,5.81,1.1,59.21,4.3,7.4,39.66,In Relationship,No,Urban,1.23,1.46,5G,OnePlus,Yes,7.5,38.32,No,20,79,13.46,global_mobile
10926,Russia,37,Male,Manager,Bachelor's,9112.34,6.0,113,2.27,2.27,0.0,0.71,2.34,5.96,0.65,95.98,7.4,6.7,97.37,Single,Yes,Urban,0.26,0.51,3G,Xiaomi,No,5.5,27.75,No,19,111,70.38,global_mobile
10927,Russia,49,Female,Doctor,Master's,32266.14,8.94,64,2.18,1.55,2.33,1.19,3.26,7.01,2.53,16.8,4.0,9.8,17.21,Single,No,Rural,2.62,1.08,3G,Apple,No,2.5,25.07,No,8,81,23.07,global_mobile
10928,Japan,61,Male,Unemployed,High School,56496.61,5.2,55,1.02,0.36,2.21,1.74,0.62,8.5,0.69,22.32,0.1,8.1,52.85,Divorced,No,Urban,1.13,1.7,WiFi,Samsung,Yes,7.5,23.41,Yes,8,81,71.87,global_mobile
10929,Mexico,33,Female,Engineer,PhD,50752.29,9.11,82,2.34,2.46,0.49,2.02,3.01,6.78,1.42,62.44,8.8,1.9,41.41,Single,No,Urban,2.71,1.49,4G,Other,Yes,9.5,22.61,No,12,87,9.67,global_mobile
10930,USA,50,Female,Student,Master's,14088.44,9.11,84,2.32,1.97,1.0,1.35,2.61,6.68,1.82,14.59,2.3,6.3,15.86,Single,No,Rural,1.52,1.14,WiFi,Other,Yes,9.5,24.34,No,20,124,42.98,global_mobile
10931,Brazil,66,Male,Doctor,High School,35053.67,6.71,80,0.53,2.74,1.92,1.85,2.32,6.39,1.49,22.74,8.7,8.8,54.19,Married,Yes,Urban,1.39,0.91,WiFi,Apple,Yes,7.5,23.68,Yes,15,75,14.16,global_mobile
10932,China,18,Other,Student,PhD,15947.24,4.36,88,2.1,0.97,2.53,1.0,3.07,5.35,1.77,77.2,4.0,3.6,85.67,Single,Yes,Rural,1.03,0.1,WiFi,Xiaomi,Yes,5.5,17.04,No,19,89,19.95,global_mobile
10933,India,16,Other,Unemployed,PhD,43116.43,8.53,130,0.0,1.74,3.55,0.96,1.19,7.11,1.04,76.09,7.5,7.4,62.82,Married,Yes,Rural,2.81,0.46,5G,OnePlus,No,9.5,27.38,No,12,48,78.5,global_mobile
10934,Nigeria,65,Male,Salesperson,,15716.25,7.84,35,2.06,1.83,1.15,1.31,2.75,6.06,1.71,76.82,7.9,1.6,38.08,Married,No,Rural,1.02,0.73,3G,Xiaomi,Yes,7.5,32.04,No,19,148,11.25,global_mobile
10935,Mexico,62,Female,Doctor,Master's,27928.55,5.18,95,0.08,2.64,1.15,1.56,2.1,7.15,0.94,2.3,0.6,0.1,52.73,Married,No,Urban,0.96,1.78,WiFi,Samsung,Yes,2.5,27.8,No,17,71,5.29,global_mobile
10936,Russia,21,Male,Manager,,15512.89,2.34,107,2.03,1.06,1.49,1.9,1.73,6.29,1.18,84.27,4.8,1.9,85.43,Divorced,Yes,Urban,1.78,0.0,5G,Samsung,Yes,5.5,18.23,No,16,127,61.69,global_mobile
10937,Nigeria,36,Male,Doctor,Master's,28882.36,5.81,86,1.19,0.38,2.46,1.51,0.89,5.84,0.73,87.94,0.2,6.3,32.72,In Relationship,Yes,Rural,2.05,1.61,5G,Samsung,No,2.5,37.08,No,10,146,32.47,global_mobile
10938,Mexico,35,Male,Engineer,PhD,54106.82,5.51,59,1.74,0.6,1.11,0.89,1.64,5.28,0.42,67.39,7.4,7.6,22.77,Single,Yes,Urban,0.75,1.06,5G,Samsung,Yes,9.5,20.57,Yes,16,54,12.05,global_mobile
10939,USA,26,Female,Student,Master's,28772.49,6.07,66,1.76,0.65,2.66,1.76,1.15,8.14,1.22,55.23,0.5,1.9,10.97,Divorced,Yes,Rural,0.0,0.55,3G,Apple,No,2.5,21.22,No,9,101,14.85,global_mobile
10940,India,30,Male,Doctor,Master's,14985.08,7.02,90,2.24,4.12,1.97,1.56,2.39,5.76,1.53,39.45,3.5,8.6,34.27,Divorced,No,Rural,1.16,0.64,4G,Other,No,2.5,30.47,No,9,99,23.08,global_mobile
10941,Russia,47,Male,Engineer,,31595.36,8.65,91,1.72,0.55,4.56,1.82,1.23,8.91,1.55,48.85,8.8,3.0,94.4,Single,Yes,Rural,0.78,1.05,5G,Huawei,No,9.5,44.55,Yes,16,99,98.58,global_mobile
10942,USA,37,Male,Doctor,Master's,41454.51,3.87,94,0.4,1.91,2.43,0.44,2.21,6.33,1.32,65.85,3.9,9.7,62.97,Married,Yes,Rural,1.74,0.78,5G,Huawei,Yes,5.5,14.79,Yes,12,53,31.75,global_mobile
10943,Russia,67,Other,Teacher,PhD,7251.23,2.72,89,0.94,0.0,2.8,1.39,3.44,6.89,0.89,42.22,6.3,9.7,87.82,Single,Yes,Rural,0.94,0.56,3G,Other,Yes,2.5,21.14,Yes,12,89,94.97,global_mobile
10944,Japan,58,Other,Artist,Master's,5873.21,5.04,99,1.36,1.72,2.36,1.12,3.19,8.52,0.77,92.98,0.4,10.0,95.04,Single,Yes,Urban,1.29,0.0,WiFi,Huawei,Yes,9.5,30.47,Yes,14,144,34.51,global_mobile
10945,India,43,Other,Engineer,PhD,36641.83,7.24,79,2.89,1.21,1.62,0.88,1.69,5.29,1.29,58.88,8.2,5.6,85.49,Divorced,Yes,Urban,2.23,0.6,4G,OnePlus,Yes,5.5,18.56,No,16,110,95.13,global_mobile
10946,Mexico,14,Female,Salesperson,PhD,26503.19,6.09,111,1.71,2.63,2.58,0.66,1.9,7.81,1.41,2.76,7.7,4.1,82.54,Single,Yes,Rural,1.63,1.15,WiFi,Huawei,Yes,2.5,15.75,Yes,18,90,27.94,global_mobile
10947,Japan,69,Other,Teacher,Master's,40353.09,5.44,104,1.61,2.58,1.3,1.53,0.37,5.18,0.79,99.91,4.7,9.9,61.24,Married,Yes,Urban,2.54,0.58,5G,Huawei,No,9.5,25.99,Yes,9,94,69.55,global_mobile
10948,Russia,26,Female,Teacher,Bachelor's,37467.07,5.9,58,3.2,2.62,2.96,1.21,3.02,5.98,0.4,53.94,8.7,3.2,20.74,Divorced,No,Urban,2.36,1.22,5G,Apple,Yes,5.5,42.23,No,20,81,18.73,global_mobile
10949,UK,50,Male,Artist,Master's,20571.93,3.85,123,1.39,0.66,2.16,1.9,1.85,5.4,1.24,6.82,9.9,1.6,70.49,In Relationship,No,Urban,1.31,0.2,WiFi,Huawei,Yes,5.5,26.21,No,16,54,46.39,global_mobile
10950,China,62,Male,Salesperson,PhD,14740.5,1.97,101,2.39,4.08,1.4,1.81,2.58,5.16,0.81,61.92,0.7,7.9,11.0,Single,Yes,Rural,1.96,0.44,WiFi,Huawei,Yes,2.5,44.73,Yes,14,116,78.65,global_mobile
10951,Russia,40,Male,Artist,PhD,11303.61,6.63,85,3.41,1.95,2.22,0.84,0.87,6.38,0.97,42.28,7.2,3.8,99.18,Divorced,Yes,Urban,2.54,1.52,3G,Xiaomi,Yes,9.5,25.65,Yes,10,102,54.33,global_mobile
10952,USA,54,Male,Doctor,Bachelor's,37237.66,0.0,47,1.03,2.63,2.09,2.01,3.56,6.98,1.16,72.3,6.3,4.2,74.24,Married,No,Urban,1.99,1.0,WiFi,OnePlus,Yes,9.5,15.19,Yes,14,83,45.89,global_mobile
10953,UK,62,Other,Artist,PhD,11886.67,3.88,92,2.47,1.8,2.71,1.35,2.79,5.27,0.02,17.55,6.1,0.4,5.97,Married,No,Rural,1.78,0.67,3G,Huawei,No,7.5,11.99,No,8,127,45.63,global_mobile
10954,Japan,64,Female,Doctor,Bachelor's,61013.21,2.64,80,2.2,0.61,1.58,0.71,1.57,5.09,0.9,85.67,7.1,9.3,17.86,Divorced,Yes,Urban,2.3,1.7,5G,Samsung,Yes,2.5,37.01,Yes,12,45,77.8,global_mobile
10955,Nigeria,45,Female,Student,,52417.07,3.75,79,2.12,2.05,3.09,1.26,2.95,6.09,0.48,27.09,4.1,8.4,57.06,Married,Yes,Rural,1.93,0.77,3G,Samsung,No,5.5,20.31,Yes,12,114,63.09,global_mobile
10956,USA,46,Male,Salesperson,PhD,22702.44,4.8,69,2.71,2.62,2.12,1.85,2.39,5.68,0.8,45.77,7.9,5.8,82.65,Single,No,Urban,2.13,0.0,3G,Apple,No,9.5,3.38,Yes,14,60,69.92,global_mobile
10957,Mexico,51,Other,Artist,Bachelor's,51095.76,5.05,107,3.19,1.61,2.24,1.08,3.68,7.34,0.23,55.44,6.9,3.4,56.49,Single,Yes,Rural,1.06,0.89,WiFi,OnePlus,No,9.5,25.07,No,12,104,63.6,global_mobile
10958,Mexico,48,Female,Artist,Master's,48496.08,5.51,79,0.11,2.74,3.17,0.01,3.48,5.22,2.11,96.54,6.4,5.9,74.1,Divorced,No,Urban,0.79,0.02,WiFi,Other,No,5.5,50.03,Yes,8,161,37.29,global_mobile
10959,Japan,12,Male,Doctor,,52947.58,4.75,110,0.93,0.63,2.04,1.3,1.26,7.64,1.25,4.59,2.3,7.7,60.95,Single,Yes,Urban,0.88,0.59,WiFi,Huawei,No,9.5,7.88,No,16,75,33.22,global_mobile
10960,Japan,42,Other,Teacher,Bachelor's,48378.97,7.8,112,1.41,1.6,1.69,1.28,1.74,5.8,2.34,22.34,9.2,8.5,44.13,Single,Yes,Rural,1.44,0.21,5G,Apple,No,9.5,32.22,Yes,13,100,30.06,global_mobile
10961,China,26,Male,Engineer,PhD,27437.77,4.67,86,2.55,1.37,1.35,1.88,1.89,6.95,1.83,5.66,1.0,4.9,41.66,In Relationship,No,Rural,1.26,1.09,4G,Apple,No,5.5,31.56,No,8,100,23.43,global_mobile
10962,UK,31,Male,Manager,Master's,19752.06,1.79,91,3.43,1.08,3.82,1.82,2.34,6.9,0.43,97.73,9.4,2.9,78.05,Single,No,Urban,2.0,0.72,5G,Other,Yes,7.5,17.89,Yes,17,64,58.71,global_mobile
10963,USA,32,Other,Salesperson,,50161.56,7.39,95,1.91,3.49,2.5,1.6,2.53,7.58,1.55,83.36,5.7,1.3,84.39,Single,Yes,Urban,1.23,0.33,4G,OnePlus,Yes,7.5,36.43,Yes,18,60,17.1,global_mobile
10964,Japan,49,Female,Teacher,Bachelor's,15832.28,5.52,80,2.28,1.0,3.32,1.17,3.2,7.36,1.21,79.42,3.2,4.5,79.1,Married,Yes,Urban,1.79,0.93,WiFi,Samsung,No,2.5,40.04,No,13,67,14.9,global_mobile
10965,China,23,Other,Engineer,Bachelor's,15570.83,3.52,100,3.09,2.98,2.78,1.27,3.39,6.63,0.87,18.2,4.8,1.1,57.21,In Relationship,Yes,Rural,0.0,1.78,3G,Xiaomi,No,7.5,28.2,Yes,14,107,21.4,global_mobile
10966,Brazil,42,Other,Artist,Bachelor's,27811.85,6.65,29,1.54,1.77,1.25,0.93,2.86,5.7,0.6,4.24,9.8,6.1,82.73,Divorced,No,Rural,1.5,0.0,WiFi,OnePlus,Yes,7.5,32.5,No,16,126,20.23,global_mobile
10967,China,56,Other,Doctor,High School,25864.86,5.33,58,3.01,2.93,1.39,1.26,3.11,6.88,1.14,78.5,0.1,3.0,14.03,Divorced,Yes,Rural,1.06,0.91,WiFi,Huawei,Yes,2.5,25.79,No,13,119,76.64,global_mobile
10968,Japan,41,Male,Manager,Bachelor's,6478.85,8.33,83,0.2,1.33,3.65,1.51,0.71,7.02,0.62,0.67,2.7,2.0,82.73,Single,Yes,Rural,1.4,0.0,3G,Samsung,Yes,2.5,23.0,Yes,14,70,3.29,global_mobile
10969,Brazil,14,Male,Engineer,,36283.0,7.16,97,2.34,1.92,2.34,1.4,1.39,6.57,1.23,81.2,9.4,0.8,36.61,Married,Yes,Urban,0.0,0.79,WiFi,Samsung,No,7.5,28.02,No,12,175,28.48,global_mobile
10970,China,21,Other,Salesperson,,47156.55,6.77,108,2.25,2.15,2.4,2.13,2.7,4.56,0.31,4.47,6.6,9.3,83.93,In Relationship,Yes,Urban,0.88,1.15,WiFi,OnePlus,Yes,7.5,32.76,No,9,107,76.74,global_mobile
10971,USA,49,Female,Manager,,18531.6,6.41,60,1.35,1.87,2.64,1.51,0.15,5.81,0.66,81.66,4.5,1.2,6.13,Divorced,Yes,Rural,2.26,0.95,3G,Samsung,No,7.5,29.16,Yes,17,134,27.58,global_mobile
10972,Brazil,55,Other,Student,Bachelor's,0.0,5.98,92,1.5,0.05,2.77,0.83,2.83,6.39,2.13,60.49,3.3,2.5,75.54,Married,Yes,Rural,1.65,0.0,4G,Apple,Yes,9.5,27.39,No,20,66,34.73,global_mobile
10973,Nigeria,51,Other,Artist,PhD,41261.18,3.92,64,1.44,1.67,0.93,2.47,1.42,5.79,1.76,50.72,9.8,9.4,62.8,Single,No,Rural,0.5,1.33,3G,Apple,No,2.5,22.53,No,14,85,78.24,global_mobile
10974,Nigeria,51,Male,Engineer,,7119.15,1.59,105,1.36,1.41,2.41,1.16,2.89,7.12,0.34,48.79,2.7,6.7,48.09,Married,Yes,Rural,1.9,0.15,WiFi,Samsung,No,5.5,15.25,No,14,123,59.31,global_mobile
10975,Japan,50,Other,Doctor,High School,40467.45,3.55,65,3.38,0.69,0.64,1.25,2.9,6.78,1.5,27.14,7.1,3.4,86.05,In Relationship,No,Rural,1.2,1.36,4G,Xiaomi,Yes,9.5,33.19,No,19,87,53.7,global_mobile
10976,Nigeria,23,Other,Artist,Master's,0.0,5.04,67,1.04,2.82,2.18,0.94,3.03,5.74,0.78,14.88,7.0,7.6,21.24,Married,Yes,Rural,2.86,0.48,5G,Huawei,Yes,7.5,21.57,No,13,31,9.31,global_mobile
10977,Mexico,32,Female,Manager,,20669.06,6.68,148,1.65,3.37,2.49,1.11,0.74,6.97,0.79,5.84,6.4,9.0,16.23,Married,No,Urban,0.95,1.76,4G,Apple,No,9.5,5.74,No,11,103,99.93,global_mobile
10978,UK,68,Female,Manager,,46549.87,5.59,114,3.49,2.48,4.63,1.71,1.5,6.91,1.18,82.13,3.7,9.0,73.86,Single,Yes,Rural,0.44,0.65,4G,Samsung,No,7.5,34.9,Yes,12,120,39.58,global_mobile
10979,Brazil,66,Male,Manager,Bachelor's,0.0,7.07,80,1.37,0.31,1.2,0.88,2.79,5.68,1.4,7.92,6.2,5.5,44.24,Married,No,Urban,0.69,0.66,4G,OnePlus,No,5.5,19.56,No,9,108,25.01,global_mobile
10980,Mexico,67,Other,Student,High School,20106.87,5.8,43,0.8,2.86,2.92,0.89,2.73,6.14,1.66,2.06,3.1,2.3,47.58,In Relationship,Yes,Urban,1.76,1.29,3G,Samsung,Yes,2.5,36.77,Yes,17,89,34.7,global_mobile
10981,Russia,38,Female,Artist,Master's,11741.24,7.26,96,2.76,0.0,3.07,2.47,0.88,7.28,0.0,55.42,7.9,3.1,21.02,In Relationship,Yes,Rural,3.25,1.29,WiFi,Xiaomi,No,9.5,11.82,Yes,15,104,68.85,global_mobile
10982,Nigeria,37,Other,Teacher,High School,21830.97,6.01,70,1.97,1.29,0.0,1.17,2.18,8.01,1.58,92.83,5.6,7.8,33.25,Divorced,No,Rural,0.25,0.92,3G,OnePlus,Yes,7.5,17.1,No,10,143,10.46,global_mobile
10983,Brazil,70,Other,Manager,,20844.61,5.46,70,2.22,1.18,2.66,2.11,1.12,5.88,1.02,4.52,7.9,1.4,66.7,In Relationship,No,Urban,1.81,1.02,WiFi,Samsung,No,2.5,28.42,Yes,10,95,75.24,global_mobile
10984,India,14,Female,Artist,Master's,17116.07,6.29,54,1.53,1.91,2.53,0.73,3.92,8.21,0.83,65.05,0.9,7.5,50.02,Single,No,Rural,1.65,0.92,3G,Xiaomi,No,5.5,29.53,No,13,96,79.7,global_mobile
10985,USA,36,Female,Engineer,Master's,26181.85,5.65,104,2.36,0.29,1.4,1.81,3.34,8.64,1.49,43.35,1.5,5.4,41.16,In Relationship,Yes,Rural,1.74,1.37,3G,Samsung,Yes,9.5,26.77,No,12,135,92.66,global_mobile
10986,Russia,34,Male,Student,Bachelor's,23099.82,7.42,50,1.43,1.4,1.34,1.53,2.19,6.43,1.97,9.07,0.3,6.2,4.47,Married,No,Urban,2.63,1.14,4G,Huawei,Yes,2.5,31.6,No,13,115,48.82,global_mobile
10987,Mexico,12,Other,Engineer,High School,33480.91,2.92,34,3.0,0.0,1.57,1.0,2.79,6.16,1.05,61.21,0.0,3.2,8.49,Divorced,Yes,Rural,2.07,0.31,4G,OnePlus,No,7.5,27.94,Yes,17,89,97.1,global_mobile
10988,China,57,Female,Salesperson,,15322.1,2.97,107,2.67,0.83,2.74,0.48,0.13,8.11,1.47,26.29,6.1,4.4,81.94,Single,Yes,Rural,0.26,0.59,4G,Xiaomi,Yes,9.5,27.37,Yes,14,156,26.42,global_mobile
10989,Nigeria,47,Male,Student,Bachelor's,31303.3,5.33,14,2.08,1.31,2.49,1.01,2.1,8.92,1.3,17.09,6.7,8.9,29.96,Divorced,Yes,Urban,1.71,1.45,5G,Apple,Yes,7.5,9.46,No,15,139,12.86,global_mobile
10990,Mexico,66,Male,Teacher,PhD,25493.59,9.1,86,1.72,1.48,0.32,0.98,2.19,7.5,0.99,60.74,7.8,4.0,52.17,In Relationship,No,Rural,1.44,1.64,4G,Apple,No,5.5,28.89,No,18,137,75.84,global_mobile
10991,UK,64,Male,Salesperson,PhD,31452.01,7.89,72,2.88,3.64,1.99,2.15,2.06,6.43,0.58,88.68,7.4,3.5,27.71,Single,Yes,Rural,1.71,1.03,4G,Other,Yes,7.5,27.12,No,8,131,37.1,global_mobile
10992,Mexico,38,Other,Salesperson,Master's,22870.17,8.09,136,1.94,0.32,2.45,1.73,1.71,6.48,0.35,10.49,5.8,0.9,35.38,Single,No,Urban,1.94,0.87,4G,Huawei,No,9.5,24.61,Yes,17,111,94.07,global_mobile
10993,Mexico,17,Female,Manager,Master's,29397.4,1.85,43,1.7,2.41,2.1,1.52,1.85,6.27,0.84,93.0,6.3,8.6,2.96,In Relationship,Yes,Rural,0.86,0.9,4G,Other,No,7.5,9.03,Yes,12,60,58.74,global_mobile
10994,Russia,28,Other,Student,Master's,5902.44,4.27,48,2.02,0.53,3.36,1.18,0.71,5.22,0.9,92.05,2.2,4.7,56.48,Single,No,Urban,0.91,0.58,4G,OnePlus,Yes,2.5,44.93,No,8,80,80.83,global_mobile
10995,China,16,Other,Teacher,High School,0.0,4.68,92,1.8,2.28,3.32,1.82,3.11,5.5,1.06,87.22,7.0,1.3,33.46,Single,No,Urban,1.73,1.32,3G,Other,No,9.5,30.9,No,12,54,70.32,global_mobile
10996,USA,18,Other,Doctor,Bachelor's,18993.23,3.47,72,1.15,3.36,2.57,1.94,4.28,5.78,2.03,27.36,0.1,1.1,10.84,In Relationship,Yes,Urban,1.24,0.9,5G,Xiaomi,Yes,2.5,19.21,No,10,87,47.18,global_mobile
10997,UK,23,Other,Teacher,,30673.21,6.05,71,2.86,2.03,1.18,1.32,2.24,6.63,0.71,20.17,5.3,7.8,8.27,Married,No,Urban,1.42,0.49,4G,Samsung,No,2.5,19.27,Yes,16,111,67.03,global_mobile
10998,Nigeria,57,Other,Manager,,13900.74,8.76,48,2.56,0.37,1.64,1.46,3.53,4.28,0.49,59.36,4.6,8.3,66.24,In Relationship,Yes,Urban,0.0,0.28,WiFi,Apple,Yes,5.5,31.28,No,9,84,3.57,global_mobile
10999,India,62,Female,Unemployed,PhD,16920.89,4.4,78,1.63,0.0,1.04,1.52,1.92,5.58,0.68,53.63,9.4,3.7,68.4,Single,No,Urban,1.47,1.89,5G,Huawei,Yes,7.5,24.42,No,14,100,38.95,global_mobile
11000,India,41,Female,Salesperson,Master's,42263.99,5.34,29,0.82,0.01,0.54,2.55,2.12,5.05,2.14,73.54,8.1,7.9,82.64,Divorced,Yes,Rural,2.15,0.77,4G,Xiaomi,No,2.5,21.25,Yes,10,87,98.15,global_mobile
